#string_protein_id	preferred_name	protein_size	annotation
93061.SAOUHSC_02170	ABD31215.1	98	Peptidoglycan hydrolase, putative.
93061.SAOUHSC_02171	ABD31216.1	163	Staphylokinase precursor, putative.
93061.SAOUHSC_02173	ABD31217.1	251	Amidase.
93061.SAOUHSC_02174	ABD31218.1	84	Holin, phage phi LC3 family.
93061.SAOUHSC_02175	ABD31219.1	35	Hypothetical phage protein.
93061.SAOUHSC_02176	ABD31220.1	58	Conserved hypothetical phage protein.
93061.SAOUHSC_02177	ABD31221.1	98	Conserved hypothetical phage protein.
93061.SAOUHSC_02178	ABD31222.1	95	Phi PVL orf 22-like protein.
93061.SAOUHSC_02179	ABD31223.1	50	Conserved hypothetical phage protein.
93061.SAOUHSC_02180	ABD31224.1	1261	Phage minor structural protein, N-terminal region domain protein.
93061.SAOUHSC_02181	ABD31225.1	496	Phi PVL orfs 18-19-like protein.
93061.SAOUHSC_02182	ABD31226.1	1550	Tail length tape measure protein.
93061.SAOUHSC_02183	ABD31227.1	40	Conserved hypothetical phage protein.
93061.SAOUHSC_02184	ABD31228.1	148	Phi PVL orf 14-like protein.
93061.SAOUHSC_02185	ABD31229.1	317	Phi PVL orf 13-like protein.
93061.SAOUHSC_02186	ABD31230.1	126	Phi PVL orf 12-like protein.
93061.SAOUHSC_02187	ABD31231.1	125	Phage protein, HK97 gp10 family.
93061.SAOUHSC_02188	ABD31232.1	111	Phage head-tail adaptor, putative.
93061.SAOUHSC_02189	ABD31233.1	110	Conserved hypothetical phage protein.
93061.SAOUHSC_02190	ABD31234.1	52	Conserved hypothetical phage protein.
93061.SAOUHSC_02191	ABD31235.1	415	Phage major capsid protein, HK97 family.
93061.SAOUHSC_02193	ABD31236.1	194	Prohead protease.
93061.SAOUHSC_02194	ABD31237.1	396	Phage portal protein, HK97 family.
93061.SAOUHSC_02195	ABD31238.1	79	Phi PVL orf 3-like protein-related protein.
93061.SAOUHSC_02196	ABD31239.1	564	Phage terminase, large subunit, putative.
93061.SAOUHSC_02197	ABD31240.1	155	Phage terminase, small subunit, putative.
93061.SAOUHSC_02198	ABD31241.1	114	Conserved hypothetical phage protein.
93061.SAOUHSC_02199	ABD31242.1	150	Phi PVL orf 62-like protein.
93061.SAOUHSC_02200	ABD31243.1	156	Conserved hypothetical phage protein.
93061.SAOUHSC_02202	ABD31244.1	49	Conserved hypothetical phage protein.
93061.SAOUHSC_02203	ABD31245.1	68	Conserved hypothetical phage protein.
93061.SAOUHSC_02204	ABD31246.1	57	Conserved hypothetical phage protein.
93061.SAOUHSC_02205	ABD31247.1	178	Conserved hypothetical phage protein.
93061.SAOUHSC_02206	ABD31248.1	64	Hypothetical phage protein.
93061.SAOUHSC_02207	ABD31249.1	84	Phi PVL/orf 52-like protein.
93061.SAOUHSC_02208	ABD31250.1	129	PV83 orf 27-like protein.
93061.SAOUHSC_02209	ABD31251.1	115	Conserved hypothetical phage protein.
93061.SAOUHSC_02210	ABD31252.1	82	Phi PVL orf 51-like protein.
93061.SAOUHSC_02211	ABD31253.1	123	Phi PVL orf 50-like protein.
93061.SAOUHSC_02212	ABD31254.1	61	Conserved hypothetical phage protein.
93061.SAOUHSC_02213	ABD31255.1	134	Phi ETA orf 25-like protein.
93061.SAOUHSC_02214	ABD31256.1	73	Conserved hypothetical phage protein.
93061.SAOUHSC_02215	ABD31257.1	52	Conserved hypothetical phage protein.
93061.SAOUHSC_02216	ABD31258.1	259	Phage DnaC-like protein.
93061.SAOUHSC_02217	ABD31259.1	256	Phi ETA orf 22-like protein.
93061.SAOUHSC_02218	ABD31260.1	93	Conserved hypothetical phage protein.
93061.SAOUHSC_02219	ABD31261.1	223	Phi ETA orf 20-like protein.
93061.SAOUHSC_02220	ABD31262.1	183	Phi ETA orf 18-like protein.
93061.SAOUHSC_02221	ABD31263.1	259	Conserved hypothetical phage protein.
93061.SAOUHSC_02222	ABD31264.1	73	Conserved hypothetical phage protein.
93061.SAOUHSC_02223	ABD31265.1	86	Phi PVL orf 39-like protein.
93061.SAOUHSC_02224	ABD31266.1	53	Phi PVL orf 38-like protein-related protein.
93061.SAOUHSC_02225	ABD31267.1	106	Conserved hypothetical phage protein.
93061.SAOUHSC_02226	ABD31268.1	210	Conserved hypothetical phage protein.
93061.SAOUHSC_02227	ABD31269.1	46	Conserved hypothetical phage protein.
93061.SAOUHSC_02228	ABD31270.1	65	Conserved hypothetical phage protein.
93061.SAOUHSC_02229	ABD31271.1	73	Anti repressor.
93061.SAOUHSC_02231	ABD31272.1	118	Anti repressor.
93061.SAOUHSC_02232	ABD31273.1	179	Phi PVL orf 33-like protein.
93061.SAOUHSC_02233	ABD31274.1	86	Phi PVL orf 32-like protein.
93061.SAOUHSC_02234	ABD31275.1	74	Repressor-like protein-related protein.
93061.SAOUHSC_02235	ABD31276.1	256	Repressor.
93061.SAOUHSC_02236	ABD31277.1	55	Conserved hypothetical phage protein.
93061.SAOUHSC_02237	ABD31278.1	48	Hypothetical phage protein.
93061.SAOUHSC_02238	ABD31279.1	204	Phi PVL ORF 30-like protein.
93061.SAOUHSC_02239	ABD31280.1	345	Integrase; Belongs to the 'phage' integrase family.
93061.SAOUHSC_02240	hlb	274	Truncated beta-hemolysin; Bacterial hemolysins are exotoxins that attack blood cell membranes and cause cell rupture. Beta-hemolysin is a phospholipase C with specific activity toward sphingomyelins. Has a high specificity for sphingomyelin, hydrolyzes lysophosphatidylcholine at a much lower rate, but has no activity towards phosphatidylcholine, phosphatidylethanolamine, or phosphatidylserine; Belongs to the neutral sphingomyelinase family.
93061.SAOUHSC_02241	ABD31282.1	338	Conserved hypothetical protein; Belongs to the aerolysin family.
93061.SAOUHSC_02243	ABD31283.1	351	Conserved hypothetical protein; Belongs to the aerolysin family.
93061.SAOUHSC_02244	ABD31284.1	407	Conserved hypothetical protein.
93061.SAOUHSC_02245	ABD31285.1	281	Conserved hypothetical protein.
93061.SAOUHSC_02246	ABD31286.1	303	Conserved hypothetical protein.
93061.SAOUHSC_02247	ABD31287.1	435	Cation transport protein, putative.
93061.SAOUHSC_02248	ABD31288.1	147	Conserved hypothetical protein.
93061.SAOUHSC_02249	ABD31289.1	145	Conserved hypothetical protein.
93061.SAOUHSC_02250	ABD31290.1	196	Phage terminase, small subunit, putative.
93061.SAOUHSC_02251	ABD31291.1	70	Conserved hypothetical protein.
93061.SAOUHSC_02252	ABD31292.1	115	Conserved hypothetical protein.
93061.SAOUHSC_02254	groL	538	Chaperonin, 60 kDa, GrpEL, putative; Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions.
93061.SAOUHSC_02255	groS	94	Chaperonin, 10 kDa, GroES, putative; Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter.
93061.SAOUHSC_02256	ABD31295.1	247	Abortive infection protein.
93061.SAOUHSC_02257	ABD31296.1	419	Conserved hypothetical protein.
93061.SAOUHSC_02258	ABD31297.1	208	Conserved hypothetical protein.
93061.SAOUHSC_02259	ABD31298.1	261	Conserved hypothetical protein.
93061.SAOUHSC_02260	hld	44	Delta-hemolysin precursor; Lyses erythrocytes and many other mammalian cells. Belongs to the delta-lysin family.
93061.SAOUHSC_02261	agrB	189	Accessory gene regulator protein B; Essential for the production of a quorum sensing system signal molecule, the autoinducing peptide (AIP). This quorum sensing system is responsible for the regulation of the expression of virulence factor genes. Involved in the proteolytic processing of AgrD, the precursor of AIP; Belongs to the AgrB family.
93061.SAOUHSC_02262	ABD31301.1	46	Conserved hypothetical protein.
93061.SAOUHSC_02264	ABD31302.1	414	Accessory gene regulator protein C.
93061.SAOUHSC_02265	ABD31303.1	208	Accessory gene regulator protein A.
93061.SAOUHSC_02266	ABD31304.1	35	Conserved hypothetical protein.
93061.SAOUHSC_02267	ABD31305.1	319	Fructokinase, putative.
93061.SAOUHSC_02268	ABD31306.1	494	Sucrose-6-phosphate dehydrogenase, putative; Enables the bacterium to metabolize sucrose as a sole carbon source; Belongs to the glycosyl hydrolase 32 family.
93061.SAOUHSC_02269	ABD31307.1	316	Sucrose operon repressor, putative.
93061.SAOUHSC_02270	ABD31308.1	416	Ammonium transporter.
93061.SAOUHSC_02271	ABD31309.1	74	Conserved hypothetical protein; Belongs to the sulfur carrier protein TusA family.
93061.SAOUHSC_02272	ABD31310.1	328	Conserved hypothetical protein.
93061.SAOUHSC_02273	rex	211	Conserved hypothetical protein; Modulates transcription in response to changes in cellular NADH/NAD(+) redox state.
93061.SAOUHSC_02274	ABD31312.1	642	ABC transporter, ATP-binding protein, putative.
93061.SAOUHSC_02275	ABD31313.1	42	Hypothetical protein.
93061.SAOUHSC_02276	ABD31314.1	536	MutS domain V protein.
93061.SAOUHSC_02277	tsaD	341	O-sialoglycoprotein endopeptidase, putative; Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction (By similarity). Critical mediator involved in the modification of cell wall peptidoglycan synthesis and/or cell division as well as in the positive regulation of the activities of different murein [...] 
93061.SAOUHSC_02278	ABD31316.1	136	Ribosomal-protein-alanine acetyltransferase; Acetylates the N-terminal alanine of ribosomal protein S18.
93061.SAOUHSC_02279	ABD31317.1	220	Conserved hypothetical protein.
93061.SAOUHSC_02280	ABD31318.1	144	Conserved hypothetical protein.
93061.SAOUHSC_02281	ilvD	562	Dihydroxy-acid dehydratase; Belongs to the IlvD/Edd family.
93061.SAOUHSC_02282	ABD31320.1	589	Acetolactate synthase, large subunit, biosynthetic type.
93061.SAOUHSC_02283	ABD31321.1	84	Conserved hypothetical protein.
93061.SAOUHSC_02284	ilvC	334	Ketol-acid reductoisomerase; Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol-acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3-dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3-hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate.
93061.SAOUHSC_02285	leuA	509	2-isopropylmalate synthase; Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3- hydroxy-4-methylpentanoate (2-isopropylmalate); Belongs to the alpha-IPM synthase/homocitrate synthase family. LeuA type 1 subfamily.
93061.SAOUHSC_02286	leuB	348	3-isopropylmalate dehydrogenase; Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate. Belongs to the isocitrate and isopropylmalate dehydrogenases family. LeuB type 1 subfamily.
93061.SAOUHSC_02287	leuC	456	3-isopropylmalate dehydratase, large subunit; Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate.
93061.SAOUHSC_02288	leuD	190	3-isopropylmalate dehydratase, small subunit; Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate. Belongs to the LeuD family. LeuD type 1 subfamily.
93061.SAOUHSC_02289	ilvA	422	Thereonine dehydratase, putative; Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2- ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA (By similarity).
93061.SAOUHSC_02290	ABD31328.1	51	Conserved hypothetical protein.
93061.SAOUHSC_02294	ABD31329.1	35	Hypothetical protein.
93061.SAOUHSC_02296	ABD31330.1	151	Conserved hypothetical protein; Belongs to the SprT family.
93061.SAOUHSC_02297	ABD31331.1	716	S1 RNA binding domain protein.
93061.SAOUHSC_02298	ABD31332.1	256	Sigma factor B, putative; Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released.
93061.SAOUHSC_02299	rsbW	169	Anti-sigma B factor, putative; Negative regulator of sigma-B activity. Phosphorylates and inactivates its specific antagonist protein, RsbV. Upon phosphorylation of RsbV, RsbW is released and binds to sigma-B, thereby blocking its ability to form an RNA polymerase holoenzyme (E-sigma-B) (By similarity).
93061.SAOUHSC_02300	rsbV	108	STAS domain, putative; Positive regulator of sigma-B activity. Non-phosphorylated RsbV binds to RsbW, preventing its association with sigma-B. When phosphorylated, releases RsbW, which is then free to complex with and inactivate sigma-B (By similarity); Belongs to the anti-sigma-factor antagonist family.
93061.SAOUHSC_02301	ABD31335.1	262	sigmaB regulation protein RsbU, putative.
93061.SAOUHSC_02302	ABD31336.1	96	sigmaB regulation protein RsbU, putative.
93061.SAOUHSC_02303	mazF	120	Conserved hypothetical protein; Toxic component of a type II toxin-antitoxin (TA) system. Ribosome-independent, sequence-specific endoribonuclease that cleaves mRNA, thus inhibiting protein synthesis and inducing bacterial stasis. It cuts between the first and nucleotides of 5'-UACAU-3' in single- stranded RNA. Neutralized by coexpression with cognate antitoxin MazE. Belongs to the PemK/MazF family.
93061.SAOUHSC_02304	mazE	56	Conserved hypothetical protein; Antitoxin component of a type II toxin-antitoxin (TA) system. Labile antitoxin that binds to cognate MazF toxin and counteracts its endoribonuclease activity; Belongs to the MazE/EndoAI family.
93061.SAOUHSC_02305	alr1	382	Alanine racemase; Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids; Belongs to the alanine racemase family.
93061.SAOUHSC_02306	acpS	119	Holo-(acyl-carrier-protein) synthase; Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein; Belongs to the P-Pant transferase superfamily. AcpS family.
93061.SAOUHSC_02307	ABD31341.1	163	Conserved hypothetical protein.
93061.SAOUHSC_02308	ABD31342.1	527	Conserved hypothetical protein.
93061.SAOUHSC_02309	ABD31343.1	159	Conserved hypothetical protein.
93061.SAOUHSC_02310	kdpC	186	Potassium-transporting ATPase, C subunit; Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP-binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB/KdpC/ATP ternary complex.
93061.SAOUHSC_02311	kdpB	657	Potassium-translocating P-type ATPase, B subunit, putative; Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system. Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IA subfamily.
93061.SAOUHSC_02312	kdpA	558	Potassium-transporting ATPase, A subunit; Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane.
93061.SAOUHSC_02313	ABD31347.1	36	Hypothetical protein.
93061.SAOUHSC_02314	kdpD	885	Sensor protein KdpD, putative; Member of the two-component regulatory system KdpD/KdpE that regulates the transcription of a series of virulence factors through sensing external K(+) concentrations. Regulates also capsular polysaccharide production. May function as a membrane-associated protein kinase that phosphorylates KdpE in response to environmental signals. In turn, KpdE functions as a transcriptional regulator by direct binding to promoter regions of target genes including spa, hla, aur and geh.
93061.SAOUHSC_02315	kdpE	231	DNA-binding response regulator, putative; Member of the two-component regulatory system KdpD/KdpE that regulates the transcription of a series of virulence factors through sensing external K(+) concentrations. Regulates also capsular polysaccharide synthesis. Upon phosphorylation by KpdD, functions as a transcriptional regulator by direct binding to promoter regions of target genes including spa, hla, aur and geh. Represses the transcription of kdpFABC operon.
93061.SAOUHSC_02316	cshA	506	ATP-dependent RNA helicase, DEAD box family, putative; A probable ATP-dependent RNA helicase with RNA-dependent ATPase activity. Involved in regulation of biofilm formation and hemolysis via its effects on stability of mRNA from the agrBDCA operon. Also involved in response to cold stress.
93061.SAOUHSC_02317	murF	452	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase; Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein; Belongs to the MurCDEF family. MurF subfamily.
93061.SAOUHSC_02318	ddl	356	D-alanine--D-alanine ligase; Cell wall formation.
93061.SAOUHSC_02319	ABD31353.1	400	Conserved hypothetical protein; Belongs to the SEDS family.
93061.SAOUHSC_02320	ABD31354.1	45	Conserved hypothetical protein.
93061.SAOUHSC_02321	ABD31355.1	69	Conserved hypothetical protein.
93061.SAOUHSC_02322	ABD31356.1	97	Conserved hypothetical protein.
93061.SAOUHSC_02323	ABD31357.1	494	Cardiolipin synthetase, putative; Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol.
93061.SAOUHSC_02324	ABD31358.1	215	Conserved hypothetical protein.
93061.SAOUHSC_02325	ABD31359.1	35	Hypothetical protein.
93061.SAOUHSC_02326	ABD31360.1	30	Conserved hypothetical protein.
93061.SAOUHSC_02327	yidC	290	Conserved hypothetical protein; Required for the insertion and/or proper folding and/or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins; Belongs to the OXA1/ALB3/YidC family. Type 2 subfamily.
93061.SAOUHSC_02328	thiE	213	Thiamine-phosphate pyrophosphorylase; Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP). Belongs to the thiamine-phosphate synthase family.
93061.SAOUHSC_02329	thiM	263	Hydroxyethylthiazole kinase, putative; Catalyzes the phosphorylation of the hydroxyl group of 4- methyl-5-beta-hydroxyethylthiazole (THZ); Belongs to the Thz kinase family.
93061.SAOUHSC_02330	ABD31364.1	276	Phosphomethylpyrimidine kinase.
93061.SAOUHSC_02331	tenA	229	Conserved hypothetical protein; Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway. Thus, catalyzes the conversion of 4- amino-5-aminomethyl-2-methylpyrimidine to 4-amino-5-hydroxymethyl-2- methylpyrimidine (HMP). Is also able to catalyze the hydrolytic cleavage of thiamine; however, this thiaminase activity may not be physiologically relevant. Therefore, is probably involved in the regeneration of the thiamine pyrimidine from thiamine degraded products present in the environ [...] 
93061.SAOUHSC_02332	ABD31366.1	43	Conserved hypothetical protein.
93061.SAOUHSC_02333	sceD	231	sceD protein, putative; Is able to cleave peptidoglycan and affects clumping and separation of bacterial cells. Is required for normal growth under stressful conditions. Is essential for nasal colonization. Belongs to the transglycosylase family. SceD subfamily.
93061.SAOUHSC_02334	ABD31368.1	131	Bacteriophage L54a, single-stranded DNA binding protein.
93061.SAOUHSC_02335	ABD31369.1	167	Conserved hypothetical protein.
93061.SAOUHSC_02336	fabZ	146	beta-hydroxyacyl-ACP dehydratase, putative; Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs.
93061.SAOUHSC_02337	murA	421	UDP-N-acetylglucosamine 1-carboxyvinyltransferase; Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine; Belongs to the EPSP synthase family. MurA subfamily.
93061.SAOUHSC_02338	ABD31372.1	77	Conserved hypothetical protein.
93061.SAOUHSC_02339	ABD31373.1	30	Hypothetical protein.
93061.SAOUHSC_02340	atpC	134	ATP synthase F1, epsilon subunit; Produces ATP from ADP in the presence of a proton gradient across the membrane.
93061.SAOUHSC_02341	atpD	470	ATP synthase F1, beta subunit; Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits; Belongs to the ATPase alpha/beta chains family.
93061.SAOUHSC_02343	atpG	265	ATP synthase F1, gamma subunit; Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex.
93061.SAOUHSC_02345	atpA	502	ATP synthase F1, alpha subunit; Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. Belongs to the ATPase alpha/beta chains family.
93061.SAOUHSC_02346	atpH	179	ATP synthase F1, delta subunit; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation; Belongs to the ATPase delta chain family.
93061.SAOUHSC_02347	atpF	173	ATP synthase F0, B subunit; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation.
93061.SAOUHSC_02349	atpE	70	ATP synthase F0, C subunit; F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation.
93061.SAOUHSC_02350	atpB	242	ATP synthase F0, A subunit; Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane.
93061.SAOUHSC_02351	ABD31382.1	150	Conserved hypothetical protein.
93061.SAOUHSC_02352	ABD31383.1	375	UDP-N-acetylglucosamine 2-epimerase; Belongs to the UDP-N-acetylglucosamine 2-epimerase family.
93061.SAOUHSC_02353	upp	209	Uracil phosphoribosyltransferase; Catalyzes the conversion of uracil and 5-phospho-alpha-D- ribose 1-diphosphate (PRPP) to UMP and diphosphate.
93061.SAOUHSC_02354	glyA	412	Serine hydroxymethyltransferase, putative; Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF-independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism.
93061.SAOUHSC_02355	ABD31386.1	174	Conserved hypothetical protein; Belongs to the UPF0340 family.
93061.SAOUHSC_02356	ptpB	139	Conserved hypothetical protein; Dephosphorylates the phosphotyrosine-containing proteins. Belongs to the low molecular weight phosphotyrosine protein phosphatase family.
93061.SAOUHSC_02357	ABD31388.1	365	Conserved hypothetical protein; Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine.
93061.SAOUHSC_02358	prmC	250	Modification methylase, HemK family, putative; Methylates the class 1 translation termination release factors RF1/PrfA and RF2/PrfB on the glutamine residue of the universally conserved GGQ motif; Belongs to the protein N5-glutamine methyltransferase family. PrmC subfamily.
93061.SAOUHSC_02359	prfA	358	Peptide chain release factor 1; Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA.
93061.SAOUHSC_02360	tdk	199	Thymidine kinase, putative.
93061.SAOUHSC_02361	rpmE2	84	Ribosomal protein L31.
93061.SAOUHSC_02362	rho	438	Transcription termination factor Rho; Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA- dependent ATPase activity, and release of the mRNA from the DNA template.
93061.SAOUHSC_02363	ABD31394.1	475	Aldehyde dehydrogenase, putative.
93061.SAOUHSC_02364	ABD31395.1	111	Conserved hypothetical protein.
93061.SAOUHSC_02365	murA-2	419	UDP-N-acetylglucosamine 1-carboxyvinyltransferase; Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine; Belongs to the EPSP synthase family. MurA subfamily.
93061.SAOUHSC_02366	ABD31397.1	286	Conserved hypothetical protein.
93061.SAOUHSC_02367	ABD31398.1	173	Conserved hypothetical protein.
93061.SAOUHSC_02368	pyrG	536	CTP synthase; Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates.
93061.SAOUHSC_02369	rpoE	176	DNA-directed RNA polymerase, delta subunit, putative; Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling; Belongs to the RpoE family.
93061.SAOUHSC_02370	ABD31401.1	286	Conserved hypothetical protein.
93061.SAOUHSC_02371	coaW	267	Conserved hypothetical protein; Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis.
93061.SAOUHSC_02372	ABD31403.1	223	Conserved hypothetical protein.
93061.SAOUHSC_02373	ABD31404.1	397	Conserved hypothetical protein.
93061.SAOUHSC_02374	ABD31405.1	394	Aminobenzoyl-glutamate utilization protein B, putative; Belongs to the peptidase M20A family.
93061.SAOUHSC_02375	luxS	156	Autoinducer-2 production protein LuxS, putative; Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5-dihydroxy-2,3-pentadione (DPD). Belongs to the LuxS family.
93061.SAOUHSC_02376	ABD31407.1	116	Conserved hypothetical protein.
93061.SAOUHSC_02377	pdp	433	Pyrimidine nucleoside phosphorylase, putative; Catalyzes phosphorolysis of the pyrimidine nucleosides uridine, thymidine and 2'-deoxyuridine with the formation of the corresponding pyrimidine base and ribose-1-phosphate. Belongs to the thymidine/pyrimidine-nucleoside phosphorylase family.
93061.SAOUHSC_02378	ABD31409.1	42	Hypothetical protein.
93061.SAOUHSC_02379	deoC-2	220	Deoxyribose-phosphate aldolase; Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy-D-ribose 5- phosphate; Belongs to the DeoC/FbaB aldolase family. DeoC type 1 subfamily.
93061.SAOUHSC_02380	deoD-2	236	Purine nucleoside phosphorylase.
93061.SAOUHSC_02381	ABD31412.1	147	Conserved hypothetical protein; Belongs to the Dps family.
93061.SAOUHSC_02382	ABD31413.1	137	Conserved hypothetical protein.
93061.SAOUHSC_02383	ABD31414.1	457	Conserved hypothetical protein.
93061.SAOUHSC_02384	ABD31415.1	76	Conserved hypothetical protein.
93061.SAOUHSC_02385	ABD31416.1	285	Mannose-6-phosphate isomerase, class I; Belongs to the mannose-6-phosphate isomerase type 1 family.
93061.SAOUHSC_02386	ABD31417.1	74	Conserved hypothetical protein.
93061.SAOUHSC_02387	ABD31418.1	221	Conserved hypothetical protein.
93061.SAOUHSC_02388	ABD31419.1	106	Conserved hypothetical protein.
93061.SAOUHSC_02389	ABD31420.1	326	Cation efflux family protein, putative.
93061.SAOUHSC_02390	ABD31421.1	363	Lytic regulatory protein, putative.
93061.SAOUHSC_02391	ABD31422.1	34	Conserved hypothetical protein.
93061.SAOUHSC_02392	ABD31423.1	67	Truncated resolvase.
93061.SAOUHSC_02393	ABD31424.1	378	Conserved hypothetical protein.
93061.SAOUHSC_02394	ABD31425.1	30	Hypothetical protein.
